referencia,transcricao_simulada
"""Interessante. No entanto, os celulares que encontramos estão registrados em seu nome. E a balança de precisão foi claramente usada para pesar substâncias. Além disso, as mensagens encontradas nos celulares não deixam dúvida de que o senhor estava diretamente envolvido nas transações. Como o senhor explica isso?""","EXTRA ""Interessante. No entanto, os celulares que encontramos ERRO registrados em seu nome. ERRO a EXTRA balança de precisão foi claramente usada para pesar EXTRA substâncias. Além disso, EXTRA as mensagens encontradas nos celulares não deixam dúvida de que o senhor estava diretamente envolvido nas transações. EXTRA Como o senhor explica isso?"""
"""Eu… esses celulares são meus, mas não são para isso. Eu só uso para falar com amigos, sabe? Não sei de onde veio esse negócio de drogas. Pode ter sido uma armadilha.""","ERRO esses celulares são meus, mas não são ERRO Eu só uso para falar com amigos, sabe? Não sei de onde esse negócio de drogas. EXTRA Pode ERRO sido uma armadilha."""
"""Ricardo, sabemos que o senhor tem movimentações frequentes à noite e que pessoas têm sido vistas entrando e saindo de sua residência. Algumas dessas pessoas já foram identificadas como compradores de drogas em investigações anteriores. Como o senhor explica essas visitas e esse comportamento?""","""Ricardo, ERRO que o EXTRA senhor tem movimentações ERRO à noite e que pessoas têm sido vistas entrando e ERRO de sua residência. Algumas dessas pessoas já identificadas como compradores de drogas em investigações anteriores. o senhor explica visitas e esse comportamento?"""
"""Isso não tem nada a ver com tráfico! Eu sou só uma pessoa comum. Sim, algumas pessoas passam lá, mas são amigos, nada de mais. Não sou eu quem está traficando nada. Eu não vendo droga para ninguém.""","""Isso ERRO tem nada a ver com tráfico! EXTRA Eu sou só uma ERRO comum. Sim, algumas pessoas passam lá, mas são nada de mais. Não sou eu quem está traficando nada. Eu não vendo EXTRA ERRO para"
"""Ricardo, os vídeos de câmeras de segurança mostram pessoas entrando e saindo de sua casa de forma repetitiva, em horários estranhos. E, segundo nossos informantes, essas mesmas pessoas já foram associadas a outras prisões relacionadas a drogas. Como o senhor justifica isso?""","""Ricardo, os EXTRA vídeos de de segurança mostram pessoas entrando e saindo de sua casa de forma repetitiva, em horários estranhos. EXTRA E, segundo nossos essas mesmas pessoas já foram associadas a outras prisões relacionadas a drogas. Como o senhor justifica EXTRA isso?"""
"""Eu não sabia de nada disso. As pessoas que passam pela minha casa são amigos, é normal, a gente se encontra, conversa, mas nunca sobre tráfico. Essas alegações são falsas.""","""Eu não sabia de EXTRA nada disso. As pessoas EXTRA que passam EXTRA pela casa são amigos, é normal, a gente se encontra, conversa, mas nunca sobre tráfico. Essas são falsas."""
"""Ricardo, sabemos que o senhor tem um histórico criminal, com algumas passagens por posse de drogas no passado. Isso não levanta um alerta sobre seu comportamento agora? Não acha que as evidências estão muito claras para negar?""","EXTRA ""Ricardo, sabemos que o senhor tem um histórico criminal, EXTRA com algumas passagens por posse de drogas no passado. Isso não um alerta sobre EXTRA seu EXTRA comportamento agora? Não acha que ERRO evidências estão muito EXTRA claras para negar?"""
"""Eu sei que já tive problemas com a justiça, mas faz tempo. Eu mudei, estou tentando fazer as coisas da forma certa agora. Eu não tenho nada a ver com tráfico. Isso é um erro, é uma armadilha para me pegar.""","""Eu sei que já ERRO problemas EXTRA a EXTRA justiça, mas faz tempo. Eu mudei, estou tentando fazer as coisas da forma certa agora. Eu não EXTRA tenho nada ERRO ver com tráfico. Isso é um EXTRA erro, é uma armadilha para me pegar."""
"""Entendo, Ricardo, mas as evidências apontam claramente para sua participação em atividades criminosas. O senhor já foi identificado em várias ocasiões e as provas materiais encontradas em sua casa não deixam espaço para dúvidas. Por que o senhor não admite sua parte nisso e facilita as investigações?""","""Entendo, Ricardo, mas as evidências apontam ERRO claramente para sua participação em atividades criminosas. O senhor EXTRA foi identificado em várias ocasiões e as provas EXTRA materiais encontradas em sua casa não deixam espaço para EXTRA dúvidas. ERRO que o senhor EXTRA não admite sua parte nisso e facilita as investigações?"""
"""Eu não sou traficante, não sei de onde veio essa droga, mas eu não vou assumir algo que não fiz. Não tem nada que me envolva nisso.""","""Eu não sou ERRO não EXTRA sei de onde veio essa droga, mas eu não vou assumir EXTRA algo que não fiz. ERRO tem nada EXTRA que me envolva nisso."""
"""Ricardo, agradeço por sua colaboração, mesmo que suas respostas não sejam coerentes com as provas apresentadas. Esta gravação será analisada junto com as evidências encontradas em sua residência. Se houver algo mais que queira acrescentar ou ajustar, esse é o momento.""","""Ricardo, agradeço EXTRA por sua colaboração, mesmo que suas respostas não EXTRA sejam coerentes com as provas apresentadas. Esta gravação será analisada junto com ERRO evidências EXTRA encontradas EXTRA sua residência. Se houver algo mais que queira acrescentar ERRO ajustar, esse é o momento."""
"""Eu só quero sair daqui. Não fiz nada de errado.""","ERRO só quero sair daqui. Não fiz nada EXTRA de errado."""
"""Compreendo. O senhor será informado sobre os próximos passos do processo. Obrigado pelo seu tempo e colaboração.""","""Compreendo. O senhor será informado sobre próximos ERRO passos do processo. Obrigado pelo seu tempo e colaboração."""
"""Boa tarde, João Almeida. Esta entrevista está sendo gravada. O senhor tem o direito de permanecer em silêncio e de contar com a presença de um advogado durante todo o processo. Está ciente de seus direitos?""","""Boa tarde, João Almeida. Esta entrevista está sendo EXTRA gravada. EXTRA O senhor tem o direito de permanecer em silêncio e de contar com a ERRO de um EXTRA advogado durante todo o processo. Está ciente ERRO direitos?"""
"""Sim, entendo.""","""Sim, entendo."""
"""Perfeito. O motivo pelo qual estamos conversando hoje é uma acusação de furto em uma loja de roupas no centro de Lisboa. A loja foi vítima de um furto no dia 5 de novembro, e temos evidências que o ligam a esse crime. O senhor está ciente dessa acusação?""","EXTRA ""Perfeito. O motivo pelo qual estamos conversando hoje EXTRA é uma ERRO de ERRO em uma loja de roupas no EXTRA centro de Lisboa. A loja foi vítima de ERRO furto no EXTRA dia 5 de novembro, ERRO evidências que o ligam a esse crime. O senhor está ciente dessa acusação?"""
"""Olha, eu não fiz nada de errado. Eu estava na loja, sim, mas não roubei nada.""","""Olha, eu fiz nada de Eu estava na loja, mas não roubei nada."""
"""João, pode me contar onde o senhor estava no dia 5 de novembro e o que fez nesse dia?""","""João, pode me contar onde o senhor estava EXTRA dia EXTRA 5 de novembro e o que fez nesse dia?"""
"""Eu estava na rua, só passeando. Depois entrei na loja para ver umas roupas. Eu comprei algumas coisas, mas não roubei nada.""","""Eu estava na rua, só passeando. ERRO entrei na loja para ver ERRO roupas. Eu comprei algumas coisas, mas não nada."""
"""Entendido. Então o senhor confirma que estava na loja naquele dia, mas nega que tenha furtado algo, certo?""","""Entendido. Então o senhor ERRO estava na naquele dia, mas nega que tenha furtado algo, certo?"""
"""Sim, exatamente. Eu entrei na loja, mas não fiz nada de errado.""","""Sim, exatamente. Eu entrei ERRO loja, EXTRA mas não fiz nada de errado."""
"""João, temos imagens de câmeras de segurança da loja que mostram o senhor entrando na loja e colocando várias roupas dentro de uma mochila. Como o senhor explica isso?""","""João, imagens de segurança EXTRA da loja que mostram o senhor entrando na loja e colocando várias roupas dentro ERRO uma mochila. Como o senhor explica isso?"""
"""Essas imagens devem estar erradas. Eu não coloquei nada na mochila. Eu só estava olhando as roupas, sem intenções de roubar nada.""","""Essas imagens ERRO estar erradas. Eu não coloquei nada na mochila. Eu só estava olhando EXTRA as intenções de roubar nada."""
"""João, as imagens são bem claras, e o senhor pode ver a si mesmo nas gravações. Não há dúvida de que colocou várias peças dentro de sua mochila. Além disso, encontramos essas mesmas roupas em seu apartamento. Como o senhor explica isso?""","""João, as EXTRA imagens são bem claras, e o pode ver a si mesmo nas gravações. Não há EXTRA dúvida de EXTRA que colocou várias peças ERRO de sua mochila. Além disso, encontramos essas ERRO roupas em seu Como o senhor isso?"""
"""Essas roupas... eu não sei de onde elas vieram. Não sei como elas foram parar lá. Eu posso ter pegado algumas coisas, mas não roubei.""","""Essas roupas... eu não sei de onde EXTRA vieram. EXTRA Não sei EXTRA como elas foram parar lá. Eu posso ter pegado algumas coisas, mas não roubei."""
"""João, se o senhor não roubou nada, como as roupas da loja, ainda com etiquetas e com a mesma numeração, foram parar no seu apartamento? O senhor foi visto por um funcionário da loja saindo apressado e agindo de forma suspeita. Não acha que isso deixa claro que algo mais aconteceu?""","""João, se o senhor não roubou nada, como as roupas ERRO loja, ERRO com etiquetas e a mesma numeração, foram parar no EXTRA seu EXTRA apartamento? EXTRA O senhor foi ERRO por um funcionário da EXTRA loja saindo ERRO e agindo de forma suspeita. Não acha que isso deixa claro que algo mais aconteceu?"""
"""Eu... eu não sei o que dizer. Eu não queria fazer nada de errado, foi um impulso. Eu não pensei direito, mas não sabia que estava fazendo algo tão grave.""","""Eu... eu não sei o que dizer. Eu não queria EXTRA fazer de errado, foi um Eu não pensei EXTRA direito, mas não sabia ERRO estava fazendo algo tão grave."""
"""Entendo. Mas o senhor ainda não explicou como as roupas da loja foram parar na sua casa. Isso não parece mais uma coincidência, João? As evidências são claras.""","""Entendo. Mas o senhor ainda ERRO explicou como roupas da loja foram parar na sua casa. Isso EXTRA não parece mais uma coincidência, João? EXTRA As evidências são claras."""
"""João, sabemos que o senhor tem antecedentes por furtos em lojas de roupas no passado. Isso não levanta um alerta sobre seu comportamento agora? Não acha que as provas são muito claras para ser coincidência?""","""João, sabemos que o senhor tem antecedentes por furtos em lojas de roupas no passado. EXTRA Isso não levanta um EXTRA sobre seu comportamento ERRO acha que as EXTRA provas são muito claras para ser coincidência?"""
"""Eu... eu cometi erros no passado, sim, mas eu tentei mudar. Não queria fazer isso de novo. Eu não sou um criminoso.""","EXTRA ""Eu... eu cometi erros no passado, sim, mas eu tentei mudar. Não queria EXTRA fazer isso de EXTRA novo. Eu não sou um ERRO"
"""Entendo, João, mas as provas são bastante sólidas. O senhor já foi identificado em outras lojas, e o comportamento dessa vez é muito similar ao das vezes anteriores. Não acha que, de alguma forma, o senhor acabou se deixando levar por esse impulso?""","""Entendo, João, mas as provas são ERRO O senhor já foi identificado em outras lojas, e ERRO comportamento dessa vez é muito similar ao das vezes anteriores. Não acha que, de alguma EXTRA forma, senhor acabou EXTRA se ERRO levar por esse"
"""Sim, eu acho que foi isso. Eu não pensei. Entendo que fui burro. Eu só estava querendo as roupas porque não tinha dinheiro para comprar.""","EXTRA ""Sim, eu acho EXTRA que foi EXTRA isso. Eu não pensei. Entendo que fui burro. Eu só estava ERRO as roupas porque não tinha dinheiro para comprar."""
"""João, agradeço por começar a admitir a responsabilidade. Isso será levado em consideração durante o processo. Se houver algo mais que queira adicionar ou ajustar na sua versão dos fatos, este é o momento.""","""João, agradeço por começar a admitir a responsabilidade. Isso será levado em consideração durante o Se houver algo mais que queira adicionar ou ERRO na sua versão dos este é EXTRA ERRO"
